,Account,Amount,Category,Date,Description,Memo,Original Description,Parent Category,Pending,Tags,Type
844,CD %%% Account,440,Service Fee,2018-07-03,Service Charge,,Service Charge8,Fees & Charges,False,,Debit
845,Business Savings,440,Service Fee,2018-07-03,Service Charge,,Service Charge8,Fees & Charges,False,,Debit
858,MasterCard,450,Uncategorized,2018-07-01,Insufficient Funds Charge,,Insufficient Funds Charge8,Uncategorized,False,,Debit
859,Business Savings,450,Uncategorized,2018-07-01,Insufficient Funds Charge,,Insufficient Funds Charge8,Uncategorized,False,,Debit
860,4_D_D_Checking Account4_D_D_Checking Account,450,Uncategorized,2018-07-01,Insufficient Funds Charge,,Insufficient Funds Charge8,Uncategorized,False,,Debit
861,Auto Loan,450,Uncategorized,2018-07-01,Insufficient Funds Charge,,Insufficient Funds Charge8,Uncategorized,False,,Debit
862,CD %%% Account,450,Uncategorized,2018-07-01,Insufficient Funds Charge,,Insufficient Funds Charge8,Uncategorized,False,,Debit
863,Home Loan,450,Uncategorized,2018-07-01,Insufficient Funds Charge,,Insufficient Funds Charge8,Uncategorized,False,,Debit
864,Personal Checking,450,Uncategorized,2018-07-01,Insufficient Funds Charge,,Insufficient Funds Charge8,Uncategorized,False,,Debit
865,Business CheckingBusiness Checking,450,Uncategorized,2018-07-01,Insufficient Funds Charge,,Insufficient Funds Charge8,Uncategorized,False,,Debit
866,LOC Loan,450,Uncategorized,2018-07-01,Insufficient Funds Charge,,Insufficient Funds Charge8,Uncategorized,False,,Debit
867,Visa,450,Uncategorized,2018-07-01,Insufficient Funds Charge,,Insufficient Funds Charge8,Uncategorized,False,,Debit
868,401K Account,450,Investments,2018-07-01,Insufficient Funds Charge,,Insufficient Funds Charge8,Investments,False,,Debit
869,Personal Savings,450,Uncategorized,2018-07-01,Insufficient Funds Charge,,Insufficient Funds Charge8,Uncategorized,False,,Debit
870,Auto Loan,480,Uncategorized,2018-06-30,Withdrawal9,,Withdrawal9,Uncategorized,False,,Debit
871,Business Savings,480,Uncategorized,2018-06-30,Withdrawal9,,Withdrawal9,Uncategorized,False,,Debit
872,LOC Loan,480,Uncategorized,2018-06-30,Withdrawal9,,Withdrawal9,Uncategorized,False,,Debit
873,CD %%% Account,480,Uncategorized,2018-06-30,Withdrawal9,,Withdrawal9,Uncategorized,False,,Debit
874,Business CheckingBusiness Checking,480,Uncategorized,2018-06-30,Withdrawal9,,Withdrawal9,Uncategorized,False,,Debit
875,Personal Savings,480,Uncategorized,2018-06-30,Withdrawal9,,Withdrawal9,Uncategorized,False,,Debit
876,Personal Checking,480,Uncategorized,2018-06-30,Withdrawal9,,Withdrawal9,Uncategorized,False,,Debit
877,Home Loan,480,Uncategorized,2018-06-30,Withdrawal9,,Withdrawal9,Uncategorized,False,,Debit
878,MasterCard,480,Uncategorized,2018-06-30,Withdrawal9,,Withdrawal9,Uncategorized,False,,Debit
879,Visa,480,Uncategorized,2018-06-30,Withdrawal9,,Withdrawal9,Uncategorized,False,,Debit
880,401K Account,480,Investments,2018-06-30,Withdrawal9,,Withdrawal9,Investments,False,,Debit
881,4_D_D_Checking Account4_D_D_Checking Account,480,Uncategorized,2018-06-30,Withdrawal9,,Withdrawal9,Uncategorized,False,,Debit
894,Personal Checking,550,Auto & Transport,2018-06-28,Automatic Debit,,Automatic Debit9,Auto & Transport,False,,Debit
895,Business CheckingBusiness Checking,550,Auto & Transport,2018-06-28,Automatic Debit,,Automatic Debit9,Auto & Transport,False,,Debit
896,MasterCard,550,Auto & Transport,2018-06-28,Automatic Debit,,Automatic Debit9,Auto & Transport,False,,Debit
897,Auto Loan,550,Auto & Transport,2018-06-28,Automatic Debit,,Automatic Debit9,Auto & Transport,False,,Debit
898,Home Loan,550,Auto & Transport,2018-06-28,Automatic Debit,,Automatic Debit9,Auto & Transport,False,,Debit
899,CD %%% Account,550,Auto & Transport,2018-06-28,Automatic Debit,,Automatic Debit9,Auto & Transport,False,,Debit
900,LOC Loan,550,Auto & Transport,2018-06-28,Automatic Debit,,Automatic Debit9,Auto & Transport,False,,Debit
901,4_D_D_Checking Account4_D_D_Checking Account,550,Auto & Transport,2018-06-28,Automatic Debit,,Automatic Debit9,Auto & Transport,False,,Debit
902,401K Account,550,Investments,2018-06-28,Automatic Debit,,Automatic Debit9,Investments,False,,Debit
903,Personal Savings,550,Auto & Transport,2018-06-28,Automatic Debit,,Automatic Debit9,Auto & Transport,False,,Debit
904,Business Savings,550,Auto & Transport,2018-06-28,Automatic Debit,,Automatic Debit9,Auto & Transport,False,,Debit
905,Visa,550,Auto & Transport,2018-06-28,Automatic Debit,,Automatic Debit9,Auto & Transport,False,,Debit
906,Visa,510,Service Fee,2018-06-27,Service Charge,,Service Charge9,Fees & Charges,False,,Debit
907,Business CheckingBusiness Checking,510,Service Fee,2018-06-27,Service Charge,,Service Charge9,Fees & Charges,False,,Debit
908,Home Loan,510,Service Fee,2018-06-27,Service Charge,,Service Charge9,Fees & Charges,False,,Debit
909,4_D_D_Checking Account4_D_D_Checking Account,510,Service Fee,2018-06-27,Service Charge,,Service Charge9,Fees & Charges,False,,Debit
910,CD %%% Account,510,Service Fee,2018-06-27,Service Charge,,Service Charge9,Fees & Charges,False,,Debit
911,401K Account,510,Investments,2018-06-27,Service Charge,,Service Charge9,Investments,False,,Debit
912,Auto Loan,510,Service Fee,2018-06-27,Service Charge,,Service Charge9,Fees & Charges,False,,Debit
913,Personal Checking,510,Service Fee,2018-06-27,Service Charge,,Service Charge9,Fees & Charges,False,,Debit
914,MasterCard,510,Service Fee,2018-06-27,Service Charge,,Service Charge9,Fees & Charges,False,,Debit
915,Business Savings,510,Service Fee,2018-06-27,Service Charge,,Service Charge9,Fees & Charges,False,,Debit
916,LOC Loan,510,Service Fee,2018-06-27,Service Charge,,Service Charge9,Fees & Charges,False,,Debit
917,Personal Savings,510,Service Fee,2018-06-27,Service Charge,,Service Charge9,Fees & Charges,False,,Debit
930,401K Account,570,Investments,2018-06-25,Insufficient Funds Charge,,Insufficient Funds Charge9,Investments,False,,Debit
931,Business CheckingBusiness Checking,570,Uncategorized,2018-06-25,Insufficient Funds Charge,,Insufficient Funds Charge9,Uncategorized,False,,Debit
932,Home Loan,570,Uncategorized,2018-06-25,Insufficient Funds Charge,,Insufficient Funds Charge9,Uncategorized,False,,Debit
933,Visa,570,Uncategorized,2018-06-25,Insufficient Funds Charge,,Insufficient Funds Charge9,Uncategorized,False,,Debit
934,CD %%% Account,570,Uncategorized,2018-06-25,Insufficient Funds Charge,,Insufficient Funds Charge9,Uncategorized,False,,Debit
935,Personal Checking,570,Uncategorized,2018-06-25,Insufficient Funds Charge,,Insufficient Funds Charge9,Uncategorized,False,,Debit
936,Business Savings,570,Uncategorized,2018-06-25,Insufficient Funds Charge,,Insufficient Funds Charge9,Uncategorized,False,,Debit
937,LOC Loan,570,Uncategorized,2018-06-25,Insufficient Funds Charge,,Insufficient Funds Charge9,Uncategorized,False,,Debit
938,Personal Savings,570,Uncategorized,2018-06-25,Insufficient Funds Charge,,Insufficient Funds Charge9,Uncategorized,False,,Debit
939,MasterCard,570,Uncategorized,2018-06-25,Insufficient Funds Charge,,Insufficient Funds Charge9,Uncategorized,False,,Debit
940,4_D_D_Checking Account4_D_D_Checking Account,570,Uncategorized,2018-06-25,Insufficient Funds Charge,,Insufficient Funds Charge9,Uncategorized,False,,Debit
941,Auto Loan,570,Uncategorized,2018-06-25,Insufficient Funds Charge,,Insufficient Funds Charge9,Uncategorized,False,,Debit
942,Personal Checking,520,Uncategorized,2018-06-24,Withdrawal10,,Withdrawal10,Uncategorized,False,,Debit
943,Personal Savings,520,Uncategorized,2018-06-24,Withdrawal10,,Withdrawal10,Uncategorized,False,,Debit
944,MasterCard,520,Uncategorized,2018-06-24,Withdrawal10,,Withdrawal10,Uncategorized,False,,Debit
945,Auto Loan,520,Uncategorized,2018-06-24,Withdrawal10,,Withdrawal10,Uncategorized,False,,Debit
946,4_D_D_Checking Account4_D_D_Checking Account,520,Uncategorized,2018-06-24,Withdrawal10,,Withdrawal10,Uncategorized,False,,Debit
947,CD %%% Account,520,Uncategorized,2018-06-24,Withdrawal10,,Withdrawal10,Uncategorized,False,,Debit
948,Business Savings,520,Uncategorized,2018-06-24,Withdrawal10,,Withdrawal10,Uncategorized,False,,Debit
949,Home Loan,520,Uncategorized,2018-06-24,Withdrawal10,,Withdrawal10,Uncategorized,False,,Debit
950,LOC Loan,520,Uncategorized,2018-06-24,Withdrawal10,,Withdrawal10,Uncategorized,False,,Debit
951,Business CheckingBusiness Checking,520,Uncategorized,2018-06-24,Withdrawal10,,Withdrawal10,Uncategorized,False,,Debit
952,401K Account,520,Investments,2018-06-24,Withdrawal10,,Withdrawal10,Investments,False,,Debit
953,Visa,520,Uncategorized,2018-06-24,Withdrawal10,,Withdrawal10,Uncategorized,False,,Debit
966,Home Loan,590,Auto & Transport,2018-06-22,Automatic Debit,,Automatic Debit10,Auto & Transport,False,,Debit
967,Visa,590,Auto & Transport,2018-06-22,Automatic Debit,,Automatic Debit10,Auto & Transport,False,,Debit
968,Business Savings,590,Auto & Transport,2018-06-22,Automatic Debit,,Automatic Debit10,Auto & Transport,False,,Debit
969,Personal Checking,590,Auto & Transport,2018-06-22,Automatic Debit,,Automatic Debit10,Auto & Transport,False,,Debit
970,Auto Loan,590,Auto & Transport,2018-06-22,Automatic Debit,,Automatic Debit10,Auto & Transport,False,,Debit
971,4_D_D_Checking Account4_D_D_Checking Account,590,Auto & Transport,2018-06-22,Automatic Debit,,Automatic Debit10,Auto & Transport,False,,Debit
972,401K Account,590,Investments,2018-06-22,Automatic Debit,,Automatic Debit10,Investments,False,,Debit
973,CD %%% Account,590,Auto & Transport,2018-06-22,Automatic Debit,,Automatic Debit10,Auto & Transport,False,,Debit
974,MasterCard,590,Auto & Transport,2018-06-22,Automatic Debit,,Automatic Debit10,Auto & Transport,False,,Debit
975,Personal Savings,590,Auto & Transport,2018-06-22,Automatic Debit,,Automatic Debit10,Auto & Transport,False,,Debit
976,LOC Loan,590,Auto & Transport,2018-06-22,Automatic Debit,,Automatic Debit10,Auto & Transport,False,,Debit
977,Business CheckingBusiness Checking,590,Auto & Transport,2018-06-22,Automatic Debit,,Automatic Debit10,Auto & Transport,False,,Debit
978,Business CheckingBusiness Checking,610,Service Fee,2018-06-21,Service Charge,,Service Charge10,Fees & Charges,False,,Debit
979,Business Savings,610,Service Fee,2018-06-21,Service Charge,,Service Charge10,Fees & Charges,False,,Debit
980,Personal Checking,610,Service Fee,2018-06-21,Service Charge,,Service Charge10,Fees & Charges,False,,Debit
981,401K Account,610,Investments,2018-06-21,Service Charge,,Service Charge10,Investments,False,,Debit
982,CD %%% Account,610,Service Fee,2018-06-21,Service Charge,,Service Charge10,Fees & Charges,False,,Debit
983,LOC Loan,610,Service Fee,2018-06-21,Service Charge,,Service Charge10,Fees & Charges,False,,Debit
984,4_D_D_Checking Account4_D_D_Checking Account,610,Service Fee,2018-06-21,Service Charge,,Service Charge10,Fees & Charges,False,,Debit
985,Auto Loan,610,Service Fee,2018-06-21,Service Charge,,Service Charge10,Fees & Charges,False,,Debit
986,Visa,610,Service Fee,2018-06-21,Service Charge,,Service Charge10,Fees & Charges,False,,Debit
987,Home Loan,610,Service Fee,2018-06-21,Service Charge,,Service Charge10,Fees & Charges,False,,Debit
988,Personal Savings,610,Service Fee,2018-06-21,Service Charge,,Service Charge10,Fees & Charges,False,,Debit
989,MasterCard,610,Service Fee,2018-06-21,Service Charge,,Service Charge10,Fees & Charges,False,,Debit
1002,LOC Loan,600,Uncategorized,2018-06-19,Insufficient Funds Charge,,Insufficient Funds Charge10,Uncategorized,False,,Debit
1003,4_D_D_Checking Account4_D_D_Checking Account,600,Uncategorized,2018-06-19,Insufficient Funds Charge,,Insufficient Funds Charge10,Uncategorized,False,,Debit
1004,401K Account,600,Investments,2018-06-19,Insufficient Funds Charge,,Insufficient Funds Charge10,Investments,False,,Debit
1005,Visa,600,Uncategorized,2018-06-19,Insufficient Funds Charge,,Insufficient Funds Charge10,Uncategorized,False,,Debit
1006,MasterCard,600,Uncategorized,2018-06-19,Insufficient Funds Charge,,Insufficient Funds Charge10,Uncategorized,False,,Debit
1007,Personal Savings,600,Uncategorized,2018-06-19,Insufficient Funds Charge,,Insufficient Funds Charge10,Uncategorized,False,,Debit
1008,Personal Checking,600,Uncategorized,2018-06-19,Insufficient Funds Charge,,Insufficient Funds Charge10,Uncategorized,False,,Debit
1009,Auto Loan,600,Uncategorized,2018-06-19,Insufficient Funds Charge,,Insufficient Funds Charge10,Uncategorized,False,,Debit
1010,Business CheckingBusiness Checking,600,Uncategorized,2018-06-19,Insufficient Funds Charge,,Insufficient Funds Charge10,Uncategorized,False,,Debit
1011,Business Savings,600,Uncategorized,2018-06-19,Insufficient Funds Charge,,Insufficient Funds Charge10,Uncategorized,False,,Debit
1012,Home Loan,600,Uncategorized,2018-06-19,Insufficient Funds Charge,,Insufficient Funds Charge10,Uncategorized,False,,Debit
1013,CD %%% Account,600,Uncategorized,2018-06-19,Insufficient Funds Charge,,Insufficient Funds Charge10,Uncategorized,False,,Debit
1014,Auto Loan,640,Uncategorized,2018-06-18,Withdrawal11,,Withdrawal11,Uncategorized,False,,Debit
1015,CD %%% Account,640,Uncategorized,2018-06-18,Withdrawal11,,Withdrawal11,Uncategorized,False,,Debit
1016,Business Savings,640,Uncategorized,2018-06-18,Withdrawal11,,Withdrawal11,Uncategorized,False,,Debit
1017,MasterCard,640,Uncategorized,2018-06-18,Withdrawal11,,Withdrawal11,Uncategorized,False,,Debit
1018,Personal Savings,640,Uncategorized,2018-06-18,Withdrawal11,,Withdrawal11,Uncategorized,False,,Debit
1019,Business CheckingBusiness Checking,640,Uncategorized,2018-06-18,Withdrawal11,,Withdrawal11,Uncategorized,False,,Debit
1020,LOC Loan,640,Uncategorized,2018-06-18,Withdrawal11,,Withdrawal11,Uncategorized,False,,Debit
1021,Personal Checking,640,Uncategorized,2018-06-18,Withdrawal11,,Withdrawal11,Uncategorized,False,,Debit
1022,Visa,640,Uncategorized,2018-06-18,Withdrawal11,,Withdrawal11,Uncategorized,False,,Debit
1023,401K Account,640,Investments,2018-06-18,Withdrawal11,,Withdrawal11,Investments,False,,Debit
1024,Home Loan,640,Uncategorized,2018-06-18,Withdrawal11,,Withdrawal11,Uncategorized,False,,Debit
1025,4_D_D_Checking Account4_D_D_Checking Account,640,Uncategorized,2018-06-18,Withdrawal11,,Withdrawal11,Uncategorized,False,,Debit
1038,CD %%% Account,630,Auto & Transport,2018-06-16,Automatic Debit,,Automatic Debit11,Auto & Transport,False,,Debit
1039,401K Account,630,Investments,2018-06-16,Automatic Debit,,Automatic Debit11,Investments,False,,Debit
1040,Personal Checking,630,Auto & Transport,2018-06-16,Automatic Debit,,Automatic Debit11,Auto & Transport,False,,Debit
1041,Personal Savings,630,Auto & Transport,2018-06-16,Automatic Debit,,Automatic Debit11,Auto & Transport,False,,Debit
1042,MasterCard,630,Auto & Transport,2018-06-16,Automatic Debit,,Automatic Debit11,Auto & Transport,False,,Debit
1043,LOC Loan,630,Auto & Transport,2018-06-16,Automatic Debit,,Automatic Debit11,Auto & Transport,False,,Debit
1044,Visa,630,Auto & Transport,2018-06-16,Automatic Debit,,Automatic Debit11,Auto & Transport,False,,Debit
1045,Auto Loan,630,Auto & Transport,2018-06-16,Automatic Debit,,Automatic Debit11,Auto & Transport,False,,Debit
1046,4_D_D_Checking Account4_D_D_Checking Account,630,Auto & Transport,2018-06-16,Automatic Debit,,Automatic Debit11,Auto & Transport,False,,Debit
1047,Business Savings,630,Auto & Transport,2018-06-16,Automatic Debit,,Automatic Debit11,Auto & Transport,False,,Debit
1048,Home Loan,630,Auto & Transport,2018-06-16,Automatic Debit,,Automatic Debit11,Auto & Transport,False,,Debit
1049,Business CheckingBusiness Checking,630,Auto & Transport,2018-06-16,Automatic Debit,,Automatic Debit11,Auto & Transport,False,,Debit
1050,Visa,680,Service Fee,2018-06-15,Service Charge,,Service Charge11,Fees & Charges,False,,Debit
1051,Auto Loan,680,Service Fee,2018-06-15,Service Charge,,Service Charge11,Fees & Charges,False,,Debit
1052,4_D_D_Checking Account4_D_D_Checking Account,680,Service Fee,2018-06-15,Service Charge,,Service Charge11,Fees & Charges,False,,Debit
1053,Business Savings,680,Service Fee,2018-06-15,Service Charge,,Service Charge11,Fees & Charges,False,,Debit
1054,CD %%% Account,680,Service Fee,2018-06-15,Service Charge,,Service Charge11,Fees & Charges,False,,Debit
1055,LOC Loan,680,Service Fee,2018-06-15,Service Charge,,Service Charge11,Fees & Charges,False,,Debit
1056,Business CheckingBusiness Checking,680,Service Fee,2018-06-15,Service Charge,,Service Charge11,Fees & Charges,False,,Debit
1057,MasterCard,680,Service Fee,2018-06-15,Service Charge,,Service Charge11,Fees & Charges,False,,Debit
1058,401K Account,680,Investments,2018-06-15,Service Charge,,Service Charge11,Investments,False,,Debit
1059,Home Loan,680,Service Fee,2018-06-15,Service Charge,,Service Charge11,Fees & Charges,False,,Debit
1060,Personal Savings,680,Service Fee,2018-06-15,Service Charge,,Service Charge11,Fees & Charges,False,,Debit
1061,Personal Checking,680,Service Fee,2018-06-15,Service Charge,,Service Charge11,Fees & Charges,False,,Debit
1074,MasterCard,650,Uncategorized,2018-06-13,Insufficient Funds Charge,,Insufficient Funds Charge11,Uncategorized,False,,Debit
1075,Auto Loan,650,Uncategorized,2018-06-13,Insufficient Funds Charge,,Insufficient Funds Charge11,Uncategorized,False,,Debit
1076,CD %%% Account,650,Uncategorized,2018-06-13,Insufficient Funds Charge,,Insufficient Funds Charge11,Uncategorized,False,,Debit
1077,Business Savings,650,Uncategorized,2018-06-13,Insufficient Funds Charge,,Insufficient Funds Charge11,Uncategorized,False,,Debit
1078,Visa,650,Uncategorized,2018-06-13,Insufficient Funds Charge,,Insufficient Funds Charge11,Uncategorized,False,,Debit
1079,Business CheckingBusiness Checking,650,Uncategorized,2018-06-13,Insufficient Funds Charge,,Insufficient Funds Charge11,Uncategorized,False,,Debit
1080,401K Account,650,Investments,2018-06-13,Insufficient Funds Charge,,Insufficient Funds Charge11,Investments,False,,Debit
1081,4_D_D_Checking Account4_D_D_Checking Account,650,Uncategorized,2018-06-13,Insufficient Funds Charge,,Insufficient Funds Charge11,Uncategorized,False,,Debit
1082,Personal Savings,650,Uncategorized,2018-06-13,Insufficient Funds Charge,,Insufficient Funds Charge11,Uncategorized,False,,Debit
1083,Home Loan,650,Uncategorized,2018-06-13,Insufficient Funds Charge,,Insufficient Funds Charge11,Uncategorized,False,,Debit
1084,LOC Loan,650,Uncategorized,2018-06-13,Insufficient Funds Charge,,Insufficient Funds Charge11,Uncategorized,False,,Debit
1085,Personal Checking,650,Uncategorized,2018-06-13,Insufficient Funds Charge,,Insufficient Funds Charge11,Uncategorized,False,,Debit
1086,Auto Loan,670,Uncategorized,2018-06-12,Withdrawal12,,Withdrawal12,Uncategorized,False,,Debit
1087,CD %%% Account,670,Uncategorized,2018-06-12,Withdrawal12,,Withdrawal12,Uncategorized,False,,Debit
1088,MasterCard,670,Uncategorized,2018-06-12,Withdrawal12,,Withdrawal12,Uncategorized,False,,Debit
1089,401K Account,670,Investments,2018-06-12,Withdrawal12,,Withdrawal12,Investments,False,,Debit
1090,Visa,670,Uncategorized,2018-06-12,Withdrawal12,,Withdrawal12,Uncategorized,False,,Debit
1091,Personal Savings,670,Uncategorized,2018-06-12,Withdrawal12,,Withdrawal12,Uncategorized,False,,Debit
1092,Business CheckingBusiness Checking,670,Uncategorized,2018-06-12,Withdrawal12,,Withdrawal12,Uncategorized,False,,Debit
1093,Business Savings,670,Uncategorized,2018-06-12,Withdrawal12,,Withdrawal12,Uncategorized,False,,Debit
1094,LOC Loan,670,Uncategorized,2018-06-12,Withdrawal12,,Withdrawal12,Uncategorized,False,,Debit
1095,4_D_D_Checking Account4_D_D_Checking Account,670,Uncategorized,2018-06-12,Withdrawal12,,Withdrawal12,Uncategorized,False,,Debit
1096,Personal Checking,670,Uncategorized,2018-06-12,Withdrawal12,,Withdrawal12,Uncategorized,False,,Debit
1097,Home Loan,670,Uncategorized,2018-06-12,Withdrawal12,,Withdrawal12,Uncategorized,False,,Debit
1110,MasterCard,700,Auto & Transport,2018-06-10,Automatic Debit,,Automatic Debit12,Auto & Transport,False,,Debit
1111,Personal Checking,700,Auto & Transport,2018-06-10,Automatic Debit,,Automatic Debit12,Auto & Transport,False,,Debit
1112,CD %%% Account,700,Auto & Transport,2018-06-10,Automatic Debit,,Automatic Debit12,Auto & Transport,False,,Debit
1113,Home Loan,700,Auto & Transport,2018-06-10,Automatic Debit,,Automatic Debit12,Auto & Transport,False,,Debit
1114,Business CheckingBusiness Checking,700,Auto & Transport,2018-06-10,Automatic Debit,,Automatic Debit12,Auto & Transport,False,,Debit
1115,401K Account,700,Investments,2018-06-10,Automatic Debit,,Automatic Debit12,Investments,False,,Debit
1116,Personal Savings,700,Auto & Transport,2018-06-10,Automatic Debit,,Automatic Debit12,Auto & Transport,False,,Debit
1117,4_D_D_Checking Account4_D_D_Checking Account,700,Auto & Transport,2018-06-10,Automatic Debit,,Automatic Debit12,Auto & Transport,False,,Debit
1118,Business Savings,700,Auto & Transport,2018-06-10,Automatic Debit,,Automatic Debit12,Auto & Transport,False,,Debit
1119,LOC Loan,700,Auto & Transport,2018-06-10,Automatic Debit,,Automatic Debit12,Auto & Transport,False,,Debit
1120,Visa,700,Auto & Transport,2018-06-10,Automatic Debit,,Automatic Debit12,Auto & Transport,False,,Debit
1121,Auto Loan,700,Auto & Transport,2018-06-10,Automatic Debit,,Automatic Debit12,Auto & Transport,False,,Debit
1122,Business Savings,730,Service Fee,2018-06-09,Service Charge,,Service Charge12,Fees & Charges,False,,Debit
1123,Business CheckingBusiness Checking,730,Service Fee,2018-06-09,Service Charge,,Service Charge12,Fees & Charges,False,,Debit
1124,Auto Loan,730,Service Fee,2018-06-09,Service Charge,,Service Charge12,Fees & Charges,False,,Debit
1125,Personal Checking,730,Service Fee,2018-06-09,Service Charge,,Service Charge12,Fees & Charges,False,,Debit
1126,401K Account,730,Investments,2018-06-09,Service Charge,,Service Charge12,Investments,False,,Debit
1127,MasterCard,730,Service Fee,2018-06-09,Service Charge,,Service Charge12,Fees & Charges,False,,Debit
1128,Home Loan,730,Service Fee,2018-06-09,Service Charge,,Service Charge12,Fees & Charges,False,,Debit
1129,4_D_D_Checking Account4_D_D_Checking Account,730,Service Fee,2018-06-09,Service Charge,,Service Charge12,Fees & Charges,False,,Debit
1130,CD %%% Account,730,Service Fee,2018-06-09,Service Charge,,Service Charge12,Fees & Charges,False,,Debit
1131,LOC Loan,730,Service Fee,2018-06-09,Service Charge,,Service Charge12,Fees & Charges,False,,Debit
1132,Visa,730,Service Fee,2018-06-09,Service Charge,,Service Charge12,Fees & Charges,False,,Debit
1133,Personal Savings,730,Service Fee,2018-06-09,Service Charge,,Service Charge12,Fees & Charges,False,,Debit
1146,Business CheckingBusiness Checking,770,Uncategorized,2018-06-07,Insufficient Funds Charge,,Insufficient Funds Charge12,Uncategorized,False,,Debit
1147,CD %%% Account,770,Uncategorized,2018-06-07,Insufficient Funds Charge,,Insufficient Funds Charge12,Uncategorized,False,,Debit
1148,LOC Loan,770,Uncategorized,2018-06-07,Insufficient Funds Charge,,Insufficient Funds Charge12,Uncategorized,False,,Debit
1149,Personal Checking,770,Uncategorized,2018-06-07,Insufficient Funds Charge,,Insufficient Funds Charge12,Uncategorized,False,,Debit
1150,Personal Savings,770,Uncategorized,2018-06-07,Insufficient Funds Charge,,Insufficient Funds Charge12,Uncategorized,False,,Debit
1151,4_D_D_Checking Account4_D_D_Checking Account,770,Uncategorized,2018-06-07,Insufficient Funds Charge,,Insufficient Funds Charge12,Uncategorized,False,,Debit
1152,MasterCard,770,Uncategorized,2018-06-07,Insufficient Funds Charge,,Insufficient Funds Charge12,Uncategorized,False,,Debit
1153,Business Savings,770,Uncategorized,2018-06-07,Insufficient Funds Charge,,Insufficient Funds Charge12,Uncategorized,False,,Debit
1154,Visa,770,Uncategorized,2018-06-07,Insufficient Funds Charge,,Insufficient Funds Charge12,Uncategorized,False,,Debit
1155,401K Account,770,Investments,2018-06-07,Insufficient Funds Charge,,Insufficient Funds Charge12,Investments,False,,Debit
1156,Auto Loan,770,Uncategorized,2018-06-07,Insufficient Funds Charge,,Insufficient Funds Charge12,Uncategorized,False,,Debit
1157,Home Loan,770,Uncategorized,2018-06-07,Insufficient Funds Charge,,Insufficient Funds Charge12,Uncategorized,False,,Debit
